tc 1950550.0607581537
3.1691e+02 , 1.0086e-08
6.3381e+02 , 1.0604e-05
9.5072e+02 , 2.2136e-05
1.2676e+03 , 3.4511e-05
1.5845e+03 , 4.7646e-05
1.9014e+03 , 6.1469e-05
2.2183e+03 , 7.5922e-05
2.5352e+03 , 9.0951e-05
2.8522e+03 , 1.0651e-04
3.1691e+03 , 1.2257e-04
3.4860e+03 , 1.3908e-04
3.8029e+03 , 1.5602e-04
4.1198e+03 , 1.7336e-04
4.4367e+03 , 1.9107e-04
4.7536e+03 , 2.0914e-04
5.0705e+03 , 2.2753e-04
5.3874e+03 , 2.4625e-04
5.7043e+03 , 2.6525e-04
6.0212e+03 , 2.8454e-04
6.3381e+03 , 3.0409e-04
6.6550e+03 , 3.2389e-04
6.9719e+03 , 3.4393e-04
7.2888e+03 , 3.6419e-04
7.6057e+03 , 3.8466e-04
7.9226e+03 , 4.0532e-04
8.2396e+03 , 4.2618e-04
8.5565e+03 , 4.4722e-04
8.8734e+03 , 4.6843e-04
9.1903e+03 , 4.8980e-04
9.5072e+03 , 5.1132e-04
9.8241e+03 , 5.3299e-04
1.0141e+04 , 5.5479e-04
1.0458e+04 , 5.7673e-04
1.0775e+04 , 5.9880e-04
1.1092e+04 , 6.2098e-04
1.1409e+04 , 6.4329e-04
1.1726e+04 , 6.6570e-04
1.2042e+04 , 6.8822e-04
1.2359e+04 , 7.1083e-04
1.2676e+04 , 7.3355e-04
1.2993e+04 , 7.5636e-04
1.3310e+04 , 7.7926e-04
1.3627e+04 , 8.0225e-04
1.3944e+04 , 8.2532e-04
1.4261e+04 , 8.4847e-04
1.4578e+04 , 8.7169e-04
1.4895e+04 , 8.9499e-04
1.5211e+04 , 9.1835e-04
1.5528e+04 , 9.4179e-04
1.5845e+04 , 9.6528e-04
1.6162e+04 , 9.8883e-04
1.6479e+04 , 1.0124e-03
1.6796e+04 , 1.0361e-03
1.7113e+04 , 1.0598e-03
1.7430e+04 , 1.0836e-03
1.7747e+04 , 1.1074e-03
1.8064e+04 , 1.1313e-03
1.8381e+04 , 1.1552e-03
1.8697e+04 , 1.1791e-03
1.9014e+04 , 1.2031e-03
1.9331e+04 , 1.2272e-03
1.9648e+04 , 1.2513e-03
1.9965e+04 , 1.2754e-03
2.0282e+04 , 1.2995e-03
2.0599e+04 , 1.3237e-03
2.0916e+04 , 1.3480e-03
2.1233e+04 , 1.3723e-03
2.1550e+04 , 1.3966e-03
2.1867e+04 , 1.4210e-03
2.2183e+04 , 1.4454e-03
2.2500e+04 , 1.4698e-03
2.2817e+04 , 1.4943e-03
2.3134e+04 , 1.5189e-03
2.3451e+04 , 1.5434e-03
2.3768e+04 , 1.5681e-03
2.4085e+04 , 1.5927e-03
2.4402e+04 , 1.6174e-03
2.4719e+04 , 1.6422e-03
2.5036e+04 , 1.6670e-03
2.5352e+04 , 1.6918e-03
2.5669e+04 , 1.7167e-03
2.5986e+04 , 1.7416e-03
2.6303e+04 , 1.7666e-03
2.6620e+04 , 1.7916e-03
2.6937e+04 , 1.8166e-03
2.7254e+04 , 1.8418e-03
2.7571e+04 , 1.8669e-03
2.7888e+04 , 1.8921e-03
2.8205e+04 , 1.9174e-03
2.8522e+04 , 1.9426e-03
2.8838e+04 , 1.9680e-03
2.9155e+04 , 1.9934e-03
2.9472e+04 , 2.0188e-03
2.9789e+04 , 2.0443e-03
3.0106e+04 , 2.0698e-03
3.0423e+04 , 2.0954e-03
3.0740e+04 , 2.1210e-03
3.1057e+04 , 2.1467e-03
3.1374e+04 , 2.1724e-03
3.1691e+04 , 2.1982e-03
3.2008e+04 , 2.2240e-03
3.2324e+04 , 2.2498e-03
3.2641e+04 , 2.2757e-03
3.2958e+04 , 2.3017e-03
3.3275e+04 , 2.3277e-03
3.3592e+04 , 2.3537e-03
3.3909e+04 , 2.3798e-03
3.4226e+04 , 2.4059e-03
3.4543e+04 , 2.4321e-03
3.4860e+04 , 2.4583e-03
3.5177e+04 , 2.4846e-03
3.5493e+04 , 2.5109e-03
3.5810e+04 , 2.5373e-03
3.6127e+04 , 2.5637e-03
3.6444e+04 , 2.5902e-03
3.6761e+04 , 2.6167e-03
3.7078e+04 , 2.6432e-03
3.7395e+04 , 2.6698e-03
3.7712e+04 , 2.6964e-03
3.8029e+04 , 2.7231e-03
3.8346e+04 , 2.7498e-03
3.8663e+04 , 2.7766e-03
3.8979e+04 , 2.8034e-03
3.9296e+04 , 2.8303e-03
3.9613e+04 , 2.8572e-03
3.9930e+04 , 2.8841e-03
4.0247e+04 , 2.9111e-03
4.0564e+04 , 2.9382e-03
4.0881e+04 , 2.9652e-03
4.1198e+04 , 2.9924e-03
4.1515e+04 , 3.0195e-03
4.1832e+04 , 3.0468e-03
4.2148e+04 , 3.0740e-03
4.2465e+04 , 3.1013e-03
4.2782e+04 , 3.1286e-03
4.3099e+04 , 3.1560e-03
4.3416e+04 , 3.1835e-03
4.3733e+04 , 3.2109e-03
4.4050e+04 , 3.2384e-03
4.4367e+04 , 3.2660e-03
4.4684e+04 , 3.2936e-03
4.5001e+04 , 3.3212e-03
4.5318e+04 , 3.3489e-03
4.5634e+04 , 3.3767e-03
4.5951e+04 , 3.4044e-03
4.6268e+04 , 3.4322e-03
4.6585e+04 , 3.4601e-03
4.6902e+04 , 3.4880e-03
4.7219e+04 , 3.5159e-03
4.7536e+04 , 3.5439e-03
4.7853e+04 , 3.5719e-03
4.8170e+04 , 3.6000e-03
4.8487e+04 , 3.6281e-03
4.8804e+04 , 3.6562e-03
4.9120e+04 , 3.6844e-03
4.9437e+04 , 3.7126e-03
4.9754e+04 , 3.7409e-03
5.0071e+04 , 3.7692e-03
5.0388e+04 , 3.7975e-03
5.0705e+04 , 3.8259e-03
5.1022e+04 , 3.8544e-03
5.1339e+04 , 3.8828e-03
5.1656e+04 , 3.9113e-03
5.1973e+04 , 3.9399e-03
5.2289e+04 , 3.9685e-03
5.2606e+04 , 3.9971e-03
5.2923e+04 , 4.0258e-03
5.3240e+04 , 4.0545e-03
5.3557e+04 , 4.0832e-03
5.3874e+04 , 4.1120e-03
5.4191e+04 , 4.1409e-03
5.4508e+04 , 4.1697e-03
